,,,,,,,,,,,,,,,,,,,,
,Course,Player,Time (sec),Division,Date,Event,Video proof,Filmer,Camera,Shoes,+/- (sec),+/- (%),Points,Course ID,Player ID,Run ID,Country,🏴,new CR?,former CR holder?
,MAKAPU'U,Liam Kim,11.46,M,,,https://www.youtube.com/shorts/U71M_fNgsNk,Ryan Ford,,,,,,,,,,,,
,MAKAPU'U,Roland Turner,11.76,M,,,,,,,,,,,,,,,,
,MAKAPU'U,Elias Fonseca,11.87,M,,,,,,,,,,,,,,,,
,MAKAPU'U,Bobby Houser,12.70,M,,,,,,,,,,,,,,,,
,MAKAPU'U,Matt Jang,12.96,M,,,,Ryan Ford,,,,,,,,,,,,
,MAKAPU'U,Evan Wilson,13.91,M,,,,,,,,,,,,,,,,
,MAKAPU'U,Parker Krueger,14.20,M,,,https://www.instagram.com/p/DPpFYcHkiMZ/,,,,,,,,,,,,,
,MAKAPU'U,Taylor Carpenter,18.10,F,,,https://www.youtube.com/shorts/7s7bWuwWjCw,Ryan Ford,,,,,,,,,,,,
,MAKAPU'U,Alana Hart,22.33,F,,,,Ryan Ford,,,,,,,,,,,,
,DRINKWATER,Jesse Eging,20.84,M,,,,,,,,,,,,,,,,
,DRINKWATER,Dylan ?,24.15,M,,,,,,,,,,,,,,,,
,SPEEDWAY,Amy Jepsen,28.46,F,,,,Ryan Ford,,,,,,,,,,,,
,HARRISON,Austin Scott,15.57,M,,,,,,,,,,,,,,,,
,HARRISON,Max Calderon,16.89,M,,,,Ryan Ford,,,,,,,,,,,,
,SEWELL,Max Calderon,11.57,M,,,https://youtube.com/shorts/LHCBug8BotE,,,,,,,,,,,,,
,SEWELL,Austin Scott,11.77,M,,,,,,,,,,,,,,,,
,SEWELL,Sriniketh Chakilam,23.91,M,,,,,,,,,,,,,,,,
,NOGUCHI,Max Calderon,12.80,M,,,,Shyam Narasimhan,,,,,,,,,,,,
,NOGUCHI,Shyam Narasimhan,32.72,M,,,,Max Calderon,,,,,,,,,,,,
,VINE CITY,Austin Scott,13.67,M,,,,Max Calderon,,,,,,,,,,,,
,VINE CITY,Max Calderon,14.30,M,,,,Austin Scott,,,,,,,,,,,,
,NELSON-SHELL,Austin Scott,26.25,M,,,,Ryan Ford,,,,,,,,,,,,
,NELSON-SHELL,Max Calderon,26.47,M,,,,Ryan Ford,,,,,,,,,,,,
,NELSON-SHELL,Sriniketh Chakilam,64.51,M,,,,Ryan Ford,,,,,,,,,,,,
,HARBOURFRONT 2,Olof Wood,14.22,M,,,https://youtube.com/shorts/fa4XH7hWrEE,Ryan Ford,,,,,,,,,,,,
,BAHEN,Olof Wood,14.25,M,,,https://youtube.com/shorts/HBIyFx-ogzA,Ryan Ford,,,,,,,,,,,,
,MILLER,Kaden Lebsack,15.37,M,,,,Max Feinberg,,,,,,,,,,,,
,MILLER,Max Feinberg,15.91,M,,,,Kaden Lebsack,,,,,,,,,,,,
,MILLER,Kyle Sherk,22.13,M,,,,,,,,,,,,,,,,
,MILLER,Vanessa Sherk,40.36,F,,,,,,,,,,,,,,,,
,FESTIVAL,Kaden Lebsack,13.85,M,,,,Ryan Ford,,,,,,,,,,,,
,FESTIVAL,Joey Jepsen,14.04,M,,,https://youtube.com/shorts/IcdAYYe4lM0,Ryan Ford,,,,,,,,,,,,
,FESTIVAL,Olof Wood,14.33,M,,,,Ryan Ford,,,,,,,,,,,,
,FESTIVAL,Max Feinberg,15.39,M,,,,Ryan Ford,,,,,,,,,,,,
,FESTIVAL,Jake McClintock,15.48,M,,,,,,,,,,,,,,,,
,FESTIVAL,Ryan Ford,20.84,M,,,,Olof Wood,,,,,,,,,,,,
,FESTIVAL,Taylor Carpenter,19.71,F,,,https://youtube.com/shorts/luwF4w6H6Es,Ryan Ford,,,,,,,,,,,,
,FESTIVAL,Amy Jepsen,74.29,F,,,,Ryan Ford,,,,,,,,,,,,
,WYOMING,Kaden Lebsack,10.14,M,,,,Max Feinberg,,,,,,,,,,,,
,WYOMING,Max Feinberg,11.42,M,,,,Kaden Lebsack,,,,,,,,,,,,
,WYOMING,Ryan Ford,17.75,M,,,,Joey Jepsen,,,,,,,,,,,,
,EAGLETON,Kaden Lebsack,11.88,M,,,,Max Feinberg,,,,,,,,,,,,
,EAGLETON,Max Feinberg,13.78,M,,,,Kaden Lebsack,,,,,,,,,,,,
,MEDICAL,Hunter Payton Mendoza,20.85,M,,,https://youtube.com/shorts/lsWwOHVXGEQ,Ryan Ford,,,,,,,,,,,,
,MEDICAL,Nicodemus Zicari,23.79,M,,,,Ryan Ford,,,,,,,,,,,,
,NEURO,Nicodemus Zicari,19.29,M,,,https://youtube.com/shorts/aPqXe0wcCWw,Ryan Ford,,,,,,,,,,,,
,NEURO,Ryan Ford,25.42,M,,,,Nicodemus Zicari,,,,,,,,,,,,
,C4C,Kaden Lebsack,8.63,M,,,,Ryan Ford,,,,,,,,,,,,
,C4C,Max Feinberg,10.37,M,,,,Ryan Ford,,,,,,,,,,,,
,C4C,Cosmo Palmer,10.74,M,,,,,,,,,,,,,,,,
,C4C,Derik Jepsen,24.61,M,,,,,,,,,,,,,,,,
,C4C,Taylor Carpenter,12.59,F,,,https://youtube.com/shorts/Ly4WPtrl4qo,Ryan Ford,,,,,,,,,,,,
,C4C,Amy Jepsen,42.17,F,,,,,,,,,,,,,,,,
,WILL VILL,Bear Schneider,9.70,M,,,https://youtube.com/shorts/7oHczwtE0G0,Ryan Ford,,,,,,,,,,,,
,WILL VILL,Ryan Ford,13.45,M,,,,Bear Schneider,,,,,,,,,,,,
,WILL VILL,Amy Jepsen,29.27,F,,,,Ryan Ford,,,,,,,,,,,,
,WEST,Joey Jepsen,10.29,M,,,,Ryan Ford,,,,,,,,,,,,
,WEST,Olof Wood,11.17,M,,,,Ryan Ford,,,,,,,,,,,,
,WEST,Kaden Lebsack,11.91,M,,,,Max Feinberg,,,,,,,,,,,,
,WEST,Max Feinberg,15.83,M,,,,Kaden Lebsack,,,,,,,,,,,,
,WEST,Ryan Ford,20.71,M,,,,Taylor Carpenter,,,,,,,,,,,,
,WEST,Taylor Carpenter,17.25,F,,,,Ryan Ford,,,,,,,,,,,,
,MINES 1,Olof Wood,9.35,M,,,https://youtube.com/shorts/4rzil-H_VGo,Ryan Ford,,,,,,,,,,,,
,MINES 1,Joey Jepsen,9.88,M,,,,Ryan Ford,,,,,,,,,,,,
,MINES 1,Kaden Lebsack,10.44,M,,,,Max Feinberg,,,,,,,,,,,,
,MINES 1,Seth Lambert,10.63,M,,,,,,,,,,,,,,,,
,MINES 1,Max Boice,11.47,M,,,https://youtube.com/shorts/w4Q5DGMAEJU,Ryan Ford,,,,,,,,,,,,
,MINES 1,Seth Wang,12.33,M,,,,Ryan Ford,,,,,,,,,,,,
,MINES 1,Max Feinberg,13.30,M,,,,Kaden Lebsack,,,,,,,,,,,,
,MINES 1,Taylor Carpenter,13.66,F,,,https://youtube.com/shorts/bleKuUf1XW8,Ryan Ford,,,,,,,,,,,,
,MINES 1,Amy Jepsen,38.35,F,,,,Ryan Ford,,,,,,,,,,,,
,WALLACE 1,Kaden Lebsack,11.50,M,,,,Max Feinberg,,,,,,,,,,,,
,WALLACE 1,Seth Wang,11.69,M,,,,Ryan Ford,,,,,,,,,,,,
,WALLACE 1,Finn Squires,12.42,M,,,,Ryan Ford,,,,,,,,,,,,
,WALLACE 1,Jason Budden,12.77,M,,,,,,,,,,,,,,,,
,WALLACE 1,Max Feinberg,13.64,M,,,,Kaden Lebsack,,,,,,,,,,,,
,WALLACE 1,Ryan Ford,15.81,M,,,,,,,,,,,,,,,,
,WALLACE 1,Pete Peterson,25.98,M,,,,,,,,,,,,,,,,
,WALLACE 1,Megan McQueen,15.72,F,,,https://youtube.com/shorts/bTwtOhqKGyw,Ryan Ford,,,,,,,,,,,,
,WALLACE 1,Amy Jepsen,55.39,F,,,,Ryan Ford,,,,,,,,,,,,
,MINES 2,Kaden Lebsack,11.71,M,,,,Max Feinberg,,,,,,,,,,,,
,MINES 2,Seth Lambert,11.81,M,,,,,,,,,,,,,,,,
,MINES 2,Max Boice,11.95,M,,,https://youtube.com/shorts/wvY-O7KentQ,Ryan Ford,,,,,,,,,,,,
,MINES 2,Max Feinberg,12.39,M,,,,Kaden Lebsack,,,,,,,,,,,,
,BANDSHELL,Joey Jepsen,13.73,M,,,https://youtube.com/shorts/quzuJLjxn-4,Ryan Ford,,,,,,,,,,,,
,BANDSHELL,John Lunsford,15.41,M,,,,Ryan Ford,,,,,,,,,,,,
,BANDSHELL,Ryan Ford,19.54,M,,,,Ryan Ford,,,,,,,,,,,,
,BANDSHELL,Peri,22.17,M,,,,Ryan Ford,,,,,,,,,,,,
,BANDSHELL,Taylor Carpenter,18.54,F,,,,Ryan Ford,,,,,,,,,,,,
,BANDSHELL,Vanessa Sherk,33.93,F,,,https://www.instagram.com/p/DJw_HPGPrrO/,,,,,,,,,,,,,
,BANDSHELL,Amy Jepsen,36.17,F,,,https://www.instagram.com/p/C9xehOWvMgR/,Ryan Ford,,,,,,,,,,,,
,RED ROCKS,Kaden Lebsack,10.31,M,,,,,,,,,,,,,,,,
,RED ROCKS,Olof Wood,10.45,M,,,,Ryan Ford,,,,,,,,,,,,
,RED ROCKS,Seth Lambert,11.34,M,,,,,,,,,,,,,,,,
,RED ROCKS,Max Feinberg,12.83,M,,,,,,,,,,,,,,,,
,UCCS,Kaden Lebsack,13.08,M,,,,,,,,,,,,,,,,
,UCCS,Max Feinberg,13.72,M,,,,,,,,,,,,,,,,
,CSU,Jesse Clark,20.64,M,,,,,,,,,,,,,,,,
,CSU,Gavin DeVries,26.90,M,,,,,,,,,,,,,,,,
,CSU,Josiah Schmidt,27.58,M,,,,,,,,,,,,,,,,
,CSU,Daniel King,28.11,M,,,,,,,,,,,,,,,,
,CSU,Erik Reynolds,29.33,M,,,,,,,,,,,,,,,,
,CSU,Olivier Laborde,45.65,M,,,,,,,,,,,,,,,,
,CSU,Robert Borno,47.33,M,,,,,,,,,,,,,,,,
,CSU,Ellison Carter,37.21,F,,,,,,,,,,,,,,,,
,CSU,Celina Ulrich,59.19,M,,,,,,,,,,,,,,,,
,AURARIA 2,Kaden Lebsack,29.23,M,,,,,,,,,,,,,,,,
,AURARIA 2,Max Feinberg,35.63,M,,,,,,,,,,,,,,,,
,AURARIA 2,Lana Cherney,61.00,F,,,,,,,,,,,,,,,,
,TUNNELS,Joey Jepsen,11.87,M,,,https://youtube.com/shorts/p9AI2rh6sro,Ryan Ford,,,,,,,,,,,,
,TUNNELS,Malachi Goodridge,15.92,M,,,,Ryan Ford,,,,,,,,,,,,
,TUNNELS,Taylor Carpenter,14.75,F,,,https://youtube.com/shorts/1X9M-C-JtPk,Ryan Ford,,,,,,,,,,,,
,TUNNELS,Amy Jepsen,38.36,F,,,,Ryan Ford,,,,,,,,,,,,
,RAPID,Olof Wood,9.20,M,,,https://youtube.com/shorts/tM6Nzyv59bw,Michael Sliger,,,,,,,,,,,,
,BOUKAR,Saad Es-saidi,10.04,M,,,,,,,,,,,,,,,,
,JURONG,Koh Chen Pin,20.21,M,,,,,,,,,,,,,,,,
,ANBAR,Saad Es-saidi,19.94,M,,,,,,,,,,,,,,,,
,CASABLANCA,Saad Es-saidi,19.94,M,,,https://youtube.com/shorts/6fweA9nL6vI,,,,,,,,,,,,,
,TOLERÀNCIA,Taylor Carpenter,20.62,F,,,https://youtube.com/shorts/oo2mJ6lIgu4,Ryan Ford,,,,,,,,,,,,
